0.000000000E0,-1.214082449E0,
3.333333333E-2,-1.214082449E0,-0.000000000E0
6.666666667E-2,-1.214082449E0,-0.000000000E0
1.000000000E-1,-1.214082449E0,-0.000000000E0
1.333333333E-1,-1.214082449E0,-0.000000000E0
1.666666667E-1,-1.214082449E0,-0.000000000E0
2.000000000E-1,-1.214082449E0,2.236726399E-1
2.333333333E-1,-1.199170939E0,2.875791085E-1
2.666666667E-1,-1.194910508E0,6.390646855E-2
3.000000000E-1,-1.194910508E0,-0.000000000E0
3.333333333E-1,-1.194910508E0,-9.585970282E-2
3.666666667E-1,-1.201301155E0,-1.278129371E-1
4.000000000E-1,-1.203431371E0,-1.310082605E0
4.333333333E-1,-1.288639995E0,-2.779931382E0
4.666666667E-1,-1.388760129E0,-3.642668707E0
5.000000000E-1,-1.531484576E0,-3.962201050E0
5.333333333E-1,-1.652906866E0,-3.227276662E0
5.666666667E-1,-1.746636353E0,-2.268679633E0
6.000000000E-1,-1.804152175E0,-1.565708479E0
6.333333333E-1,-1.851016919E0,-9.266437940E-1
6.666666667E-1,-1.865928428E0,-2.236726399E-1
7.000000000E-1,-1.865928428E0,-0.000000000E0
7.333333333E-1,-1.865928428E0,-0.000000000E0
7.666666667E-1,-1.865928428E0,-0.000000000E0
8.000000000E-1,-1.865928428E0,-0.000000000E0
8.333333333E-1,-1.865928428E0,-0.000000000E0
8.666666667E-1,-1.865928428E0,-0.000000000E0
9.000000000E-1,-1.865928428E0,-0.000000000E0
9.333333333E-1,-1.865928428E0,
